"","AverageWorkTime","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"1779",10.0096820330969,47,"Yes","Travel_Frequently","Research & Development",4,"3","Life Sciences",1,"Male","1","Research Director","Single",27740,4,"Y",13,8,"1",8,2,5,1,3,"2","3","3","3","3"
"1780",7.80407327586207,34,"No","Travel_Rarely","Research & Development",12,"3","Technical Degree",1,"Male","1","Research Scientist","Single",45050,1,"Y",12,8,"0",6,3,6,1,4,"4","4","3","3","3"
"1781",8.05094806763285,55,"Yes","Travel_Rarely","Human Resources",7,"3","Human Resources",1,"Male","4","Laboratory Technician","Married",74280,5,"Y",12,8,"0",24,2,5,1,4,"4","1","3","3","3"
"1782",7.39636689814815,36,"No","Non-Travel","Research & Development",7,"2","Life Sciences",1,"Male","5","Sales Executive","Single",116310,1,"Y",18,8,"1",10,2,10,0,9,"1","1","3","1","3"
"1783",7.24582010582011,52,"No","Non-Travel","Research & Development",1,"4","Life Sciences",1,"Male","5","Sales Executive","Married",97380,0,"Y",18,8,"2",5,2,4,1,2,"4","4","3","3","3"
"1784",7.09075501713167,26,"No","Travel_Frequently","Research & Development",2,"2","Life Sciences",1,"Male","1","Manufacturing Director","Divorced",28350,3,"Y",11,8,"1",5,2,2,2,0,"1","4","3","3","3"
"1785",6.2797304613936,29,"No","Travel_Rarely","Research & Development",10,"2","Medical",1,"Male","3","Manufacturing Director","Married",169590,4,"Y",14,8,"3",11,5,8,1,1,"2","3","2","3","3"
"1787",6.20304112554113,34,"No","Travel_Rarely","Research & Development",14,"4","Technical Degree",1,"Male","2","Manufacturing Director","Single",61460,2,"Y",12,8,"0",10,3,4,1,3,"2","4","3","3","3"
"1788",8.8963731884058,54,"No","Travel_Rarely","Research & Development",18,"4","Medical",1,"Female","2","Laboratory Technician","Divorced",49630,9,"Y",15,8,"1",9,2,5,1,4,"4","1","3","3","3"
"1789",6.80505050505051,27,"No","Travel_Frequently","Research & Development",13,"2","Life Sciences",1,"Female","4","Research Scientist","Married",195370,0,"Y",12,8,"0",5,5,4,1,1,"3","4","3","3","3"
"1790",9.49968494468494,37,"No","Travel_Rarely","Sales",2,"4","Technical Degree",1,"Male","2","Manufacturing Director","Divorced",61720,0,"Y",11,8,"0",6,1,5,4,3,"4","1","2","3","3"
"1791",10.8219241192412,38,"No","Travel_Frequently","Sales",2,"4","Life Sciences",1,"Female","2","Research Scientist","Single",23680,6,"Y",11,8,"1",17,3,15,4,12,"1","1","3","3","3"
"1792",6.88765130023641,34,"No","Travel_Rarely","Sales",2,"3","Marketing",1,"Male","1","Sales Representative","Single",103120,1,"Y",12,8,"0",6,2,6,1,3,"3","1","3","3","3"
"1793",7.80233076563959,35,"No","Travel_Rarely","Research & Development",5,"4","Medical",1,"Male","3","Manager","Married",16750,1,"Y",16,8,"0",3,6,3,0,2,"1","4","2","2","3"
"1794",7.19234057971014,30,"No","Travel_Rarely","Research & Development",20,"3","Medical",1,"Male","1","Laboratory Technician","Married",25230,3,"Y",13,8,"1",7,2,2,0,2,"4","3","3","3","3"
"1795",6.37143361581921,40,"No","Travel_Frequently","Research & Development",10,"4","Medical",1,"Male","2","Manufacturing Director","Married",65670,1,"Y",13,8,"1",8,3,8,3,7,"3","2","3","4","3"
"1796",7.89317270531401,34,"No","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Male","3","Healthcare Representative","Married",47390,5,"Y",24,8,"2",6,2,3,1,2,"3","1","3","3","4"
"1797",7.82130832130832,42,"No","Travel_Frequently","Research & Development",9,"4","Medical",1,"Male","1","Manufacturing Director","Divorced",92080,1,"Y",15,8,"1",24,2,24,14,9,"2","4","2","4","3"
"1798",7.99699659863946,23,"Yes","Travel_Rarely","Sales",2,"3","Medical",1,"Female","4","Manufacturing Director","Married",45590,1,"Y",18,8,"1",1,2,0,0,0,"3","1","3","2","3"
"1799",6.74940391034812,24,"No","Non-Travel","Sales",1,"5","Marketing",1,"Female","1","Manufacturing Director","Divorced",81890,1,"Y",14,8,"1",1,3,1,0,0,"3","2","3","3","3"
"1800",6.0589536252354,52,"No","Travel_Rarely","Research & Development",29,"3","Life Sciences",1,"Male","2","Manufacturing Director","Married",29420,8,"Y",11,8,"1",9,1,5,1,4,"4","3","3","2","3"
"1801",6.36387851544491,50,"No","Travel_Rarely","Research & Development",8,"4","Life Sciences",1,"Male","2","Sales Executive","Married",49410,5,"Y",11,8,"1",30,3,4,0,3,"3","3","3","1","3"
"1802",10.6741971544715,29,"Yes","Travel_Rarely","Sales",2,"4","Marketing",1,"Female","4","Research Scientist","Married",106500,1,"Y",13,8,"2",1,2,1,0,0,"2","1","3","4","3"
"1803",6.99411450752062,33,"No","Travel_Rarely","Research & Development",3,"4","Life Sciences",1,"Male","4","Manufacturing Director","Married",59020,0,"Y",12,8,"1",14,2,13,3,7,"3","3","4","3","3"
"1804",8.0229347826087,33,"Yes","Travel_Rarely","Research & Development",23,"5","Life Sciences",1,"Male","1","Human Resources","Single",86390,5,"Y",16,8,"2",6,3,3,0,2,"1","1","3","2","3"
"1805",9.50290954415954,47,"No","Travel_Rarely","Research & Development",6,"4","Other",1,"Male","2","Manager","Married",63470,1,"Y",14,8,"0",26,2,26,3,0,"3","4","2","4","3"
"1806",7.6860101010101,36,"No","Travel_Rarely","Sales",6,"3","Medical",1,"Female","2","Sales Executive","Married",42000,0,"Y",22,8,"0",10,3,9,0,5,"3","2","3","3","4"
"1807",7.68803999042146,29,"No","Travel_Rarely","Research & Development",10,"3","Other",1,"Male","1","Research Scientist","Married",34520,1,"Y",11,8,"0",10,3,10,0,7,"3","3","3","2","3"
"1808",8.89692824074074,58,"Yes","Travel_Rarely","Research & Development",24,"3","Other",1,"Female","2","Research Scientist","Single",43170,7,"Y",17,8,"0",40,2,31,13,8,"4","2","3","3","3"
"1809",7.75977480566987,35,"No","Travel_Rarely","Sales",10,"4","Marketing",1,"Female","1","Research Scientist","Single",26320,3,"Y",13,8,"3",7,3,2,2,2,"4","3","3","4","3"
"1810",10.4980531813865,42,"No","Travel_Rarely","Sales",15,"1","Marketing",1,"Male","2","Laboratory Technician","Married",46680,9,"Y",18,8,"2",8,2,4,0,2,"4","4","3","3","3"
"1811",6.21921912255603,28,"Yes","Travel_Rarely","Research & Development",19,"4","Medical",1,"Female","2","Sales Executive","Single",32040,6,"Y",16,8,"1",5,4,2,2,1,"3","3","2","2","3"
"1812",6.59018037518037,36,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","2","Healthcare Representative","Married",27200,4,"Y",14,8,"1",8,3,5,0,4,"3","2","3","3","3"
"1814",6.90599488609949,40,"No","Travel_Frequently","Sales",9,"3","Marketing",1,"Male","3","Manufacturing Director","Single",22380,6,"Y",14,8,"0",10,3,1,0,0,"1","3","3","3","3"
"1815",9.40196485260771,30,"No","Travel_Rarely","Research & Development",7,"3","Technical Degree",1,"Male","2","Research Director","Single",14830,5,"Y",13,8,"0",12,3,0,0,0,"3","4","2","3","3"
"1816",6.60219599427754,45,"No","Travel_Rarely","Research & Development",10,"4","Life Sciences",1,"Male","1","Research Director","Single",56050,1,"Y",12,8,"2",1,2,1,0,0,"2","3","3","3","3"
"1817",7.62645655270655,42,"No","Travel_Rarely","Research & Development",20,"2","Medical",1,"Male","2","Sales Representative","Married",72950,1,"Y",15,8,"0",10,3,9,7,8,"2","2","2","3","3"
"1818",7.59312169312169,38,"No","Travel_Frequently","Sales",4,"3","Medical",1,"Male","2","Research Scientist","Divorced",23060,2,"Y",19,8,"1",13,5,4,1,2,"1","1","2","3","3"
"1819",6.90913043478261,34,"No","Travel_Frequently","Research & Development",7,"4","Life Sciences",1,"Male","3","Laboratory Technician","Single",23480,1,"Y",14,8,"1",6,3,5,1,3,"3","4","3","3","3"
"1820",6.31303985507246,49,"Yes","Travel_Rarely","Sales",7,"2","Life Sciences",1,"Female","2","Healthcare Representative","Married",89980,1,"Y",14,8,"2",9,2,9,7,7,"3","4","4","4","3"
"1821",6.38993169398907,55,"Yes","Travel_Rarely","Human Resources",16,"3","Technical Degree",1,"Male","4","Manufacturing Director","Single",43190,4,"Y",11,8,"0",12,3,9,7,3,"3","4","2","4","3"
"1822",7.28555437853107,43,"No","Travel_Rarely","Research & Development",25,"2","Medical",1,"Male","2","Healthcare Representative","Married",61320,6,"Y",13,8,"0",22,3,4,1,0,"2","1","3","2","3"
"1823",10.525373015873,27,"No","Travel_Rarely","Sales",2,"4","Medical",1,"Male","2","Manager","Divorced",33460,1,"Y",21,8,"1",9,2,9,0,8,"3","4","3","2","4"
"1824",7.02402353226589,35,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Male","1","Research Director","Single",108550,3,"Y",13,8,"1",17,2,8,1,6,"3","3","4","3","3"
"1825",9.9114412568306,28,"No","Travel_Rarely","Sales",1,"2","Technical Degree",1,"Female","1","Sales Executive","Married",22310,1,"Y",12,8,"0",8,3,8,7,5,"2","2","3","2","3"
"1826",6.91374476987448,34,"No","Travel_Rarely","Sales",2,"5","Life Sciences",1,"Male","4","Research Scientist","Married",23230,0,"Y",17,8,"0",4,2,3,0,2,"3","4","1","3","3"
"1827",8.01255531505531,26,"Yes","Travel_Frequently","Research & Development",22,"4","Other",1,"Female","1","Sales Executive","Married",20240,1,"Y",23,8,"0",8,2,8,1,7,"3","3","3","3","4"
"1828",7.24949033816425,27,"No","Non-Travel","Sales",1,"3","Technical Degree",1,"Female","1","Sales Executive","Married",27130,1,"Y",11,8,"0",0,2,0,0,0,"4","4","2","3","3"
"1829",6.08176429567643,51,"No","Travel_Rarely","Sales",16,"3","Medical",1,"Male","3","Research Scientist","Married",94390,2,"Y",15,8,"3",29,0,20,4,17,"1","3","2","3","3"
"1830",6.29551875593542,44,"No","Travel_Rarely","Sales",24,"5","Medical",1,"Female","1","Sales Executive","Single",25660,9,"Y",11,8,"1",10,3,5,2,3,"4","2","2","3","3"
"1831",6.37741183574879,25,"No","Travel_Rarely","Research & Development",17,"3","Medical",1,"Male","1","Laboratory Technician","Single",199260,7,"Y",11,8,"3",6,5,4,0,1,"1","1","2","4","3"
"1832",6.02336013645224,33,"No","Travel_Rarely","Research & Development",8,"4","Life Sciences",1,"Male","3","Laboratory Technician","Divorced",24510,1,"Y",13,8,"1",9,3,9,0,8,"1","1","3","2","3"
"1833",6.89560407569141,35,"No","Travel_Rarely","Sales",6,"4","Medical",1,"Female","2","Manager","Single",94190,1,"Y",24,8,"1",6,5,6,1,1,"3","1","2","2","4"
"1834",9.71083450046685,36,"No","Travel_Rarely","Sales",10,"4","Marketing",1,"Male","3","Manager","Married",86860,1,"Y",13,8,"0",18,2,18,4,11,"2","4","2","3","3"
"1835",7.83135748792271,32,"No","Travel_Rarely","Research & Development",3,"4","Medical",1,"Female","4","Sales Executive","Divorced",30380,2,"Y",20,8,"0",8,3,5,0,3,"2","4","2","3","4"
"1836",6.379905817835,30,"No","Travel_Frequently","Research & Development",4,"5","Medical",1,"Male","5","Sales Representative","Divorced",30580,9,"Y",14,8,"1",10,2,5,0,3,"2","4","2","3","3"
"1837",10.3638457049486,53,"No","Travel_Rarely","Sales",6,"3","Marketing",1,"Male","4","Sales Executive","Married",23250,7,"Y",18,8,"1",35,1,5,0,4,"1","4","3","4","3"
"1838",8.49144493177388,45,"No","Travel_Rarely","Research & Development",1,"5","Technical Degree",1,"Male","2","Healthcare Representative","Divorced",20880,4,"Y",15,8,"3",18,2,5,0,2,"4","1","3","3","3"
"1839",6.63393960350392,32,"No","Travel_Rarely","Sales",10,"3","Marketing",1,"Female","1","Human Resources","Married",30720,5,"Y",12,8,"0",9,4,5,1,3,"3","3","2","1","3"
"1840",7.62700591016548,52,"No","Travel_Frequently","Research & Development",1,"1","Life Sciences",1,"Male","2","Laboratory Technician","Married",50060,3,"Y",16,8,"1",31,2,9,0,0,"3","4","3","3","3"
"1841",6.10293962350781,37,"No","Travel_Rarely","Sales",24,"2","Life Sciences",1,"Female","4","Laboratory Technician","Divorced",42570,4,"Y",15,8,"0",9,2,1,0,0,"4","3","3","3","3"
"1842",6.29035550983082,28,"No","Travel_Rarely","Research & Development",21,"4","Life Sciences",1,"Female","1","Healthcare Representative","Divorced",25000,1,"Y",16,8,"2",6,3,5,0,4,"2","4","3","3","3"
"1843",6.47275811209439,22,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","1","Sales Representative","Married",11020,6,"Y",19,8,"0",4,3,2,2,2,"4","4","1","2","3"
"1844",10.9919579397211,44,"No","Travel_Rarely","Research & Development",22,"3","Medical",1,"Female","1","Laboratory Technician","Married",104530,2,"Y",11,8,"1",10,2,3,0,2,"1","4","2","3","3"
"1845",8.00526063100137,42,"No","Travel_Frequently","Sales",13,"4","Life Sciences",1,"Female","2","Laboratory Technician","Single",22880,5,"Y",16,8,"1",8,4,2,2,2,"2","4","3","2","3"
"1846",7.60523009060563,36,"No","Travel_Rarely","Research & Development",14,"3","Other",1,"Male","2","Research Scientist","Married",39290,0,"Y",24,8,"0",6,6,5,0,3,"1","1","3","2","4"
"1847",10.3961005178908,25,"No","Travel_Rarely","Sales",11,"3","Life Sciences",1,"Female","1","Laboratory Technician","Married",23110,1,"Y",11,8,"1",5,2,5,0,3,"3","1","3","3","3"
"1848",8.77790469348659,35,"No","Travel_Rarely","Research & Development",9,"2","Life Sciences",1,"Female","1","Healthcare Representative","Married",31400,1,"Y",13,8,"1",17,2,17,5,15,"4","3","3","2","3"
"1850",7.89870778267254,32,"No","Non-Travel","Research & Development",21,"3","Life Sciences",1,"Male","1","Sales Executive","Divorced",44500,0,"Y",13,8,"0",4,3,3,0,2,"4","4","3","3","3"
"1851",7.78248108747045,25,"No","Travel_Rarely","Sales",5,"3","Marketing",1,"Female","4","Research Scientist","Married",27560,1,"Y",12,8,"2",5,2,5,0,3,"3","1","4","3","3"
"1852",7.51745291902072,49,"No","Travel_Rarely","Sales",9,"3","Technical Degree",1,"Female","2","Sales Representative","Married",190330,2,"Y",18,8,"1",7,5,4,0,2,"3","1","3","3","3"
"1853",7.59213593380615,24,"No","Non-Travel","Research & Development",2,"5","Technical Degree",1,"Male","2","Healthcare Representative","Married",187220,0,"Y",22,8,"1",6,3,5,3,4,"1","4","2","3","4"
"1854",6.81920651664323,32,"No","Travel_Frequently","Research & Development",12,"5","Medical",1,"Male","1","Research Scientist","Married",95470,1,"Y",13,8,"1",10,3,10,5,3,"2","2","3","2","3"
"1855",6.93785238751148,38,"No","Travel_Rarely","Sales",22,"2","Medical",1,"Male","1","Sales Executive","Married",137340,0,"Y",13,8,"0",3,3,2,1,2,"2","2","3","4","3"
"1856",9.59952297233943,42,"No","Travel_Rarely","Research & Development",18,"1","Technical Degree",1,"Female","2","Research Scientist","Married",199990,2,"Y",23,8,"1",17,6,5,1,3,"3","4","2","3","4"
"1857",10.0971147342995,31,"No","Travel_Rarely","Research & Development",16,"3","Life Sciences",1,"Female","3","Sales Executive","Married",22790,3,"Y",12,8,"1",8,3,6,0,2,"4","4","3","3","3"
"1858",9.40822493224932,29,"Yes","Travel_Rarely","Sales",3,"3","Marketing",1,"Male","3","Laboratory Technician","Divorced",59160,6,"Y",12,8,"0",5,2,3,0,2,"2","3","3","3","3"
"1859",6.41274582104228,53,"No","Travel_Rarely","Research & Development",9,"3","Life Sciences",1,"Male","1","Sales Representative","Married",20890,5,"Y",16,8,"0",28,2,2,2,2,"1","4","3","2","3"
"1860",7.11960858585859,35,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","3","Healthcare Representative","Married",167920,3,"Y",12,8,"1",16,3,13,4,8,"4","2","3","4","3"
"1861",7.40123507805326,37,"No","Travel_Frequently","Research & Development",13,"4","Life Sciences",1,"Female","3","Human Resources","Married",35640,5,"Y",11,8,"0",10,1,5,0,0,"3","4","3","1","3"
"1862",6.69552097740894,53,"No","Travel_Rarely","Research & Development",1,"1","Medical",1,"Male","1","Sales Executive","Single",44250,6,"Y",22,8,"1",33,2,12,3,8,"4","4","3","4","4"
"1863",7.64150072150072,43,"No","Travel_Frequently","Research & Development",1,"3","Medical",1,"Male","1","Laboratory Technician","Married",52650,4,"Y",11,8,"1",12,4,5,2,2,"4","4","2","3","3"
"1864",10.6766666666667,47,"No","Travel_Rarely","Sales",15,"4","Marketing",1,"Female","3","Research Director","Married",65530,0,"Y",15,8,"0",8,2,7,7,7,"3","4","3","3","3"
"1865",8.27565086006509,37,"No","Non-Travel","Research & Development",1,"5","Medical",1,"Female","2","Research Scientist","Single",62610,1,"Y",12,8,"0",10,1,10,0,9,"1","2","3","3","3"
"1866",6.58480211406096,50,"No","Non-Travel","Research & Development",17,"3","Medical",1,"Female","1","Laboratory Technician","Divorced",42980,1,"Y",20,8,"1",31,6,31,14,7,"1","1","3","3","4"
"1867",6.92785044538209,39,"No","Travel_Rarely","Research & Development",1,"3","Other",1,"Female","3","Human Resources","Married",68040,8,"Y",14,8,"1",13,3,5,0,4,"4","4","3","2","3"
"1868",9.42671046565237,33,"No","Travel_Rarely","Sales",7,"3","Life Sciences",1,"Male","2","Manufacturing Director","Divorced",38150,3,"Y",11,8,"1",7,3,4,0,3,"4","2","4","3","3"
"1869",9.99858249880782,32,"Yes","Travel_Rarely","Research & Development",9,"1","Medical",1,"Female","1","Laboratory Technician","Single",27410,1,"Y",15,8,"1",1,5,1,0,1,"1","4","1","2","3"
"1870",6.39542295381802,29,"No","Travel_Rarely","Research & Development",5,"4","Life Sciences",1,"Female","4","Healthcare Representative","Divorced",66730,6,"Y",12,8,"1",8,2,4,0,3,"1","4","3","4","3"
"1871",9.81653017241379,44,"No","Travel_Rarely","Research & Development",26,"2","Life Sciences",1,"Male","2","Manufacturing Director","Married",76390,1,"Y",14,8,"0",8,6,8,7,1,"2","1","3","3","3"
"1872",6.42939393939394,28,"No","Travel_Rarely","Sales",24,"5","Life Sciences",1,"Female","1","Research Scientist","Single",23280,1,"Y",11,8,"2",4,3,4,0,2,"1","4","3","3","3"
"1873",10.5033856345886,58,"Yes","Travel_Frequently","Sales",9,"2","Technical Degree",1,"Male","1","Sales Executive","Divorced",21530,9,"Y",11,8,"0",3,3,1,0,0,"4","4","2","3","3"
"1874",6.60379398148148,43,"No","Travel_Rarely","Sales",7,"4","Marketing",1,"Male","2","Sales Executive","Divorced",48760,4,"Y",16,8,"2",4,4,1,0,0,"1","2","4","3","3"
"1875",7.13023071625344,20,"Yes","Travel_Rarely","Research & Development",11,"3","Medical",1,"Male","2","Sales Executive","Single",93960,1,"Y",12,8,"0",2,6,2,0,2,"3","3","2","1","3"
"1876",7.92798156234837,21,"Yes","Travel_Rarely","Research & Development",1,"3","Medical",1,"Male","2","Sales Executive","Single",104000,1,"Y",13,8,"1",1,2,1,0,0,"4","4","2","3","3"
"1877",10.2739631226054,36,"No","Travel_Rarely","Research & Development",26,"4","Medical",1,"Male","1","Laboratory Technician","Married",84740,0,"Y",14,8,"0",17,3,16,4,11,"3","4","2","3","3"
"1878",8.48069501133787,47,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","2","Manufacturing Director","Single",99810,1,"Y",21,8,"1",3,3,3,1,2,"4","4","2","3","4"
"1879",9.81487680148768,22,"Yes","Travel_Rarely","Research & Development",15,"4","Life Sciences",1,"Female","1","Laboratory Technician","Married",124900,0,"Y",13,8,"0",4,3,3,0,2,"2","3","4","3","3"
"1880",10.4484942775393,41,"Yes","Travel_Rarely","Research & Development",23,"3","Life Sciences",1,"Female","2","Sales Executive","Divorced",26570,4,"Y",11,8,"0",10,3,7,1,0,"2","4","2","4","3"
"1881",7.68059767759563,28,"No","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Female","3","Manager","Divorced",135910,5,"Y",20,8,"1",6,2,2,2,2,"3","3","3","3","4"
"1882",10.6922660212079,39,"Yes","Travel_Rarely","Research & Development",10,"4","Life Sciences",1,"Female","4","Human Resources","Married",66960,7,"Y",11,8,"0",8,3,2,2,2,"4","1","1","3","3"
"1883",7.69894249512671,27,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Male","1","Research Scientist","Single",20580,1,"Y",14,8,"1",1,5,1,0,0,"2","3","3","3","3"
"1884",7.68913912835249,34,"No","Travel_Rarely","Research & Development",12,"2","Technical Degree",1,"Male","2","Human Resources","Divorced",88650,1,"Y",11,8,"1",1,0,1,1,0,"2","2","3","3","3"
"1885",6.93508040935673,42,"No","Travel_Rarely","Sales",11,"1","Technical Degree",1,"Male","2","Human Resources","Single",59400,7,"Y",16,8,"0",10,2,5,0,3,"3","3","3","2","3"
"1886",10.5289826245999,33,"No","Travel_Rarely","Sales",2,"3","Marketing",1,"Female","1","Sales Executive","Single",59140,3,"Y",16,8,"1",6,4,3,0,2,"3","1","3","3","3"
"1887",8.27662986704653,58,"No","Travel_Rarely","Research & Development",2,"4","Life Sciences",1,"Male","1","Research Scientist","Divorced",26220,2,"Y",23,8,"0",24,3,6,0,4,"3","2","3","3","4"
"1888",6.1186531986532,31,"No","Travel_Rarely","Sales",1,"3","Life Sciences",1,"Female","1","Sales Representative","Married",121850,3,"Y",14,8,"0",13,2,7,5,2,"2","3","4","3","3"
"1889",10.3938154923216,35,"No","Travel_Rarely","Research & Development",2,"1","Life Sciences",1,"Male","3","Healthcare Representative","Married",106090,1,"Y",22,8,"0",10,3,10,0,7,"4","4","1","3","4"
"1890",6.98890101892285,49,"No","Travel_Rarely","Research & Development",25,"2","Life Sciences",1,"Female","2","Sales Executive","Married",43450,4,"Y",15,8,"0",29,3,26,1,7,"1","2","2","2","3"
"1891",6.69858965188364,48,"No","Travel_Rarely","Research & Development",1,"4","Medical",1,"Male","1","Research Scientist","Married",21770,4,"Y",18,8,"0",13,4,0,0,0,"4","3","2","3","3"
"1892",7.08477474323063,31,"No","Non-Travel","Research & Development",1,"2","Technical Degree",1,"Female","2","Sales Executive","Married",27930,1,"Y",16,8,"0",9,4,9,0,0,"4","3","2","3","3"
"1893",6.51806141584623,36,"No","Travel_Rarely","Human Resources",2,"4","Technical Degree",1,"Male","1","Sales Executive","Single",79180,2,"Y",12,8,"2",8,3,6,0,1,"2","4","3","2","3"
"1894",7.10077238631036,38,"No","Travel_Rarely","Sales",6,"3","Other",1,"Male","2","Sales Executive","Married",87890,1,"Y",11,8,"3",15,4,15,5,11,"4","1","3","3","3"
"1895",7.12961502996773,32,"No","Non-Travel","Sales",18,"3","Marketing",1,"Male","1","Laboratory Technician","Married",23890,6,"Y",12,8,"1",5,4,3,0,2,"3","2","3","2","3"
"1896",8.87862433862434,25,"Yes","Travel_Rarely","Research & Development",1,"2","Life Sciences",1,"Male","1","Sales Executive","Married",32120,1,"Y",15,8,"1",1,3,1,0,0,"3","2","3","2","3"
"1897",6.14656763285024,40,"No","Travel_Rarely","Research & Development",1,"4","Medical",1,"Male","2","Research Scientist","Divorced",192320,2,"Y",14,8,"1",11,3,1,0,0,"1","2","2","3","3"
"1898",7.61793617021277,26,"No","Travel_Frequently","Sales",11,"3","Marketing",1,"Male","2","Healthcare Representative","Single",22670,1,"Y",19,8,"3",7,2,7,0,7,"3","1","3","2","3"
"1899",10.6805974616858,41,"No","Travel_Rarely","Research & Development",1,"4","Medical",1,"Male","1","Research Scientist","Single",195170,2,"Y",13,8,"0",20,5,18,2,17,"4","1","3","3","3"
"1900",7.10312833575934,36,"No","Travel_Rarely","Research & Development",9,"3","Life Sciences",1,"Female","2","Healthcare Representative","Single",24360,4,"Y",13,8,"0",16,3,11,3,9,"3","3","3","1","3"
"1901",10.6036970338983,19,"Yes","Travel_Rarely","Research & Development",15,"3","Life Sciences",1,"Male","2","Research Scientist","Single",160640,1,"Y",15,8,"1",1,3,1,0,0,"4","2","4","3","3"
"1902",6.12479494515975,20,"Yes","Travel_Rarely","Research & Development",29,"3","Life Sciences",1,"Female","3","Laboratory Technician","Single",27070,1,"Y",11,8,"0",1,2,1,0,0,"1","1","3","3","3"
"1903",8.31294634377968,31,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","4","Research Director","Married",190680,0,"Y",12,8,"0",10,1,9,8,5,"4","4","1","3","3"
"1904",8.08734698681733,40,"No","Travel_Frequently","Sales",1,"3","Marketing",1,"Male","1","Research Scientist","Divorced",39310,8,"Y",19,8,"0",3,2,1,0,0,"4","2","3","2","3"
"1905",7.88483543417367,32,"No","Travel_Rarely","Research & Development",24,"3","Life Sciences",1,"Male","4","Laboratory Technician","Married",37300,1,"Y",25,8,"1",8,4,8,6,3,"3","1","4","3","4"
"1906",9.79830208333333,36,"Yes","Travel_Rarely","Research & Development",10,"3","Medical",1,"Male","3","Sales Executive","Married",22320,1,"Y",12,8,"1",16,2,16,3,7,"3","4","3","3","3"
"1907",6.02515046296296,33,"No","Travel_Rarely","Research & Development",1,"4","Medical",1,"Female","4","Manufacturing Director","Single",44650,0,"Y",13,8,"0",6,3,5,1,4,"2","4","3","3","3"
"1908",6.27800171316691,37,"Yes","Travel_Rarely","Sales",10,"4","Marketing",1,"Female","3","Human Resources","Married",30720,5,"Y",14,8,"0",17,3,14,11,7,"1","3","1","2","3"
"1909",6.26517592592593,45,"No","Non-Travel","Research & Development",8,"1","Life Sciences",1,"Male","2","Sales Executive","Married",33190,1,"Y",12,8,"1",9,3,9,0,8,"3","2","2","3","3"
"1911",6.35951178451178,35,"No","Travel_Rarely","Human Resources",1,"3","Human Resources",1,"Male","3","Laboratory Technician","Married",136750,1,"Y",15,8,"3",5,5,5,1,0,"3","3","3","2","3"
"1913",7.52389231824417,58,"Yes","Travel_Rarely","Sales",9,"2","Medical",1,"Female","4","Sales Executive","Single",59570,4,"Y",14,8,"1",7,2,1,0,0,"4","3","3","1","3"
"1914",6.50721494420184,53,"No","Travel_Rarely","Research & Development",9,"3","Technical Degree",1,"Male","1","Manager","Divorced",39200,6,"Y",16,8,"1",22,3,17,15,2,"3","3","4","3","3"
"1915",8.010463728191,30,"No","Travel_Rarely","Sales",3,"4","Marketing",1,"Male","1","Sales Executive","Divorced",64340,5,"Y",14,8,"1",10,3,8,7,7,"3","3","4","2","3"
"1916",8.10753457814661,38,"No","Non-Travel","Sales",4,"3","Life Sciences",1,"Male","2","Research Director","Single",100480,1,"Y",23,8,"1",6,2,5,1,3,"3","4","3","3","4"
"1917",7.29101076847773,35,"No","Travel_Rarely","Sales",1,"2","Life Sciences",1,"Female","2","Healthcare Representative","Divorced",109380,6,"Y",14,8,"2",12,2,10,0,8,"4","4","3","1","3"
"1918",6.52447056030389,39,"No","Travel_Rarely","Sales",1,"1","Marketing",1,"Male","2","Research Scientist","Single",23400,0,"Y",11,8,"1",9,2,8,0,7,"1","3","3","2","3"
"1919",9.49672198172198,40,"Yes","Non-Travel","Research & Development",2,"4","Life Sciences",1,"Male","1","Human Resources","Single",65450,4,"Y",15,8,"0",22,2,1,0,0,"2","2","2","3","3"
"1920",10.1121350534635,47,"No","Travel_Frequently","Research & Development",7,"4","Life Sciences",1,"Male","3","Sales Executive","Divorced",69310,1,"Y",11,8,"0",20,3,19,2,7,"3","3","4","3","3"
"1921",6.76336662075298,36,"No","Non-Travel","Sales",28,"1","Life Sciences",1,"Male","2","Research Scientist","Divorced",48980,4,"Y",13,8,"1",12,3,7,0,7,"1","4","3","3","3"
"1922",8.19705155367232,31,"Yes","Non-Travel","Research & Development",28,"4","Medical",1,"Male","2","Research Scientist","Single",25930,0,"Y",21,8,"0",4,2,3,1,2,"3","1","3","3","4"
